1	1552463738579	0.032	-1.041	9.818	200
2	1552463738580	0.028	-1.03	9.789	200
3	1552463738597	0.046	-1.042	9.82	200
4	1552463738616	0.043	-1.007	9.792	200
5	1552463738636	0.049	-1.053	9.808	200
6	1552463738655	0.037	-1.071	9.813	200
7	1552463738675	0.031	-1.05	9.808	200
8	1552463738698	0.042	-1.018	9.802	200
9	1552463738713	0.053	-1.013	9.809	200
10	1552463738732	0.044	-1.043	9.811	200
11	1552463738752	0.041	-1.044	9.791	200
12	1552463738772	0.04	-1.029	9.797	200
13	1552463738791	0.056	-1.01	9.816	200
14	1552463738810	0.053	-1.021	9.82	200
15	1552463738830	0.042	-1.044	9.805	200
16	1552463738848	0.035	-1.044	9.783	200
17	1552463738867	0.025	-1.026	9.795	200
18	1552463738886	0.026	-1.022	9.811	200
19	1552463738905	0.047	-1.026	9.806	200
20	1552463738925	0.041	-1.042	9.791	200
21	1552463738944	0.035	-1.048	9.831	200
22	1552463738963	0.048	-1.009	9.805	200
23	1552463739003	0.044	-1.008	9.795	200
24	1552463739021	0.053	-1.044	9.821	200
25	1552463739039	0.044	-1.047	9.794	200
26	1552463739059	0.027	-1.035	9.794	200
27	1552463739077	0.045	-1.033	9.817	200
28	1552463739098	0.058	-1.025	9.813	200
29	1552463739116	0.054	-1.044	9.816	200
30	1552463739136	0.044	-1.048	9.801	200
31	1552463739155	0.029	-1.032	9.801	200
32	1552463739173	0.035	-1.025	9.819	200
33	1552463739192	0.058	-1.024	9.819	200
34	1552463739211	0.062	-1.024	9.803	200
35	1552463739231	0.051	-1.041	9.805	200
36	1552463739249	0.047	-1.036	9.807	200
37	1552463739269	-0.017	-1.014	9.628	200
38	1552463739290	0.043	-1.021	9.745	200
39	1552463739306	0.073	-1.043	9.872	200
40	1552463739326	0.034	-1.016	9.769	200
41	1552463739345	0.045	-1.034	9.749	200
42	1552463739365	0.049	-1.028	9.851	200
43	1552463739383	0.042	-1.047	9.815	200
44	1552463739403	0.035	-1.011	9.778	200
45	1552463739439	0.032	-1.033	9.818	200
46	1552463739496	0.04	-1.079	9.799	200
47	1552463739497	0.05	-1.035	9.794	200
48	1552463739498	0.042	-1.036	9.806	200
49	1552463739517	0.042	-1.017	9.8	200
50	1552463739547	0.037	-1.048	9.827	200
51	1552463739559	0.047	-1.054	9.815	200
52	1552463739572	0.039	-1.034	9.809	200
53	1552463739597	0.027	-1.034	9.816	200
54	1552463739615	0.035	-1.041	9.818	200
55	1552463739632	0.034	-1.041	9.803	200
56	1552463739648	0.046	-1.046	9.812	200
57	1552463739670	0.051	-1.041	9.815	200
58	1552463739687	0.052	-1.037	9.813	200
59	1552463739706	0.052	-1.045	9.821	200
60	1552463739725	0.044	-1.041	9.827	200
61	1552463739744	0.031	-1.035	9.797	200
62	1552463739763	0.054	-1.019	9.803	200
63	1552463739783	0.05	-1.044	9.825	200
64	1552463739802	0.029	-1.021	9.813	200
65	1552463739822	0.043	-1.033	9.804	200
66	1552463739839	0.049	-1.056	9.813	200
67	1552463739878	0.035	-1.048	9.816	200
68	1552463739898	0.052	-1.025	9.812	200
69	1552463739916	0.04	-1.049	9.821	200
70	1552463739935	0.046	-1.036	9.817	200
71	1552463739954	0.034	-1.036	9.792	200
72	1552463739980	0.036	-1.051	9.811	200
73	1552463739993	0.046	-1.045	9.814	200
74	1552463740013	0.045	-1.027	9.811	200
75	1552463740031	0.044	-1.042	9.814	200
76	1552463740050	0.046	-1.055	9.818	200
77	1552463740069	0.038	-1.051	9.811	200
78	1552463740088	0.035	-1.042	9.807	200
79	1552463740108	0.044	-1.031	9.8	200
80	1552463740126	0.04	-1.024	9.804	200
81	1552463740147	0.032	-1.026	9.854	200
82	1552463740165	0.033	-1.003	9.759	200
83	1552463740184	0.049	-1.045	9.78	200
84	1552463740210	0.052	-1.074	9.862	200
85	1552463740225	0.047	-1.021	9.776	200
86	1552463740241	0.077	-0.993	9.805	200
87	1552463740264	0.05	-1.037	9.852	200
88	1552463740299	0.037	-1.032	9.804	200
89	1552463740317	0.041	-1.016	9.791	200
90	1552463740337	0.036	-1.04	9.82	200
91	1552463740355	0.047	-1.049	9.815	200
92	1552463740375	0.052	-1.052	9.819	200
93	1552463740394	0.046	-1.056	9.812	200
94	1552463740414	0.052	-1.037	9.817	200
95	1552463740432	0.06	-1.009	9.81	200
96	1552463740451	0.047	-1.02	9.794	200
97	1552463740472	0.046	-1.048	9.801	200
98	1552463740490	0.037	-1.056	9.798	200
99	1552463740508	0.032	-1.023	9.805	200
100	1552463740527	0.042	-1.019	9.809	200
101	1552463740551	0.045	-1.03	9.807	200
102	1552463740567	0.042	-1.054	9.8	200
103	1552463740585	0.045	-1.059	9.797	200
104	1552463740604	0.046	-1.058	9.811	200
105	1552463740623	0.033	-1.019	9.822	200
106	1552463740642	0.046	-1.028	9.817	200
107	1552463740661	0.038	-1.036	9.803	200
108	1552463740681	0.048	-1.061	9.813	200
109	1552463740700	0.044	-1.042	9.809	200
110	1552463740738	0.03	-1.013	9.786	200
111	1552463740757	0.041	-1.037	9.825	200
112	1552463740776	0.06	-1.043	9.824	200
113	1552463740795	0.052	-1.045	9.815	200
114	1552463740815	0.032	-1.02	9.819	200
115	1552463740834	0.045	-1.046	9.809	200
116	1552463740855	0.044	-1.045	9.804	200
117	1552463740875	0.039	-1.048	9.809	200
118	1552463740895	0.044	-1.044	9.819	200
119	1552463740912	0.041	-1.033	9.818	200
120	1552463740931	0.029	-1.018	9.812	200
121	1552463740950	0.041	-1.027	9.811	200
122	1552463740968	0.049	-1.044	9.815	200
123	1552463740988	0.046	-1.05	9.82	200
124	1552463741007	0.046	-1.034	9.805	200
125	1552463741026	0.045	-1.033	9.805	200
126	1552463741046	0.048	-1.042	9.821	200
127	1552463741065	0.041	-1.027	9.806	200
128	1552463741084	0.031	-1.024	9.812	200
129	1552463741103	0.042	-1.044	9.811	200
130	1552463741122	0.039	-1.051	9.818	200
131	1552463741141	0.037	-1.042	9.802	200
132	1552463741179	0.046	-1.034	9.806	200
