1	1552463794651	0.034	-1.044	9.794	300
2	1552463794652	0.039	-1.04	9.809	300
3	1552463794671	0.042	-1.051	9.817	300
4	1552463794690	0.051	-1.052	9.823	300
5	1552463794709	0.051	-1.031	9.804	300
6	1552463794728	0.041	-1.027	9.796	300
7	1552463794748	0.026	-1.027	9.804	300
8	1552463794766	0.045	-1.036	9.814	300
9	1552463794785	0.046	-1.035	9.804	300
10	1552463794804	0.056	-1.034	9.797	300
11	1552463794824	0.053	-1.037	9.813	300
12	1552463794845	0.044	-1.034	9.817	300
13	1552463794863	0.045	-1.038	9.808	300
14	1552463794882	0.045	-1.04	9.806	300
15	1552463794901	0.044	-1.038	9.799	300
16	1552463794920	0.049	-1.038	9.806	300
17	1552463794940	0.044	-1.032	9.825	300
18	1552463794959	0.051	-1.016	9.808	300
19	1552463794979	0.04	-1.033	9.798	300
20	1552463794997	0.043	-1.049	9.799	300
21	1552463795016	0.046	-1.033	9.806	300
22	1552463795036	0.049	-1.023	9.811	300
23	1552463795074	0.03	-1.03	9.797	300
24	1552463795093	0.048	-1.043	9.81	300
25	1552463795113	0.072	-1.03	9.865	300
26	1552463795131	0.045	-1.032	9.833	300
27	1552463795150	0.058	-1.008	9.791	300
28	1552463795170	0.076	-1.026	9.802	300
29	1552463795187	0.074	-1.049	9.837	300
30	1552463795206	0.055	-1.033	9.803	300
31	1552463795229	0.041	-1.02	9.78	300
32	1552463795245	0.034	-1.036	9.795	300
33	1552463795263	0.043	-1.051	9.822	300
34	1552463795282	0.063	-1.026	9.809	300
35	1552463795316	0.06	-1.02	9.79	300
36	1552463795321	0.045	-1.051	9.795	300
37	1552463795339	0.046	-1.059	9.814	300
38	1552463795360	0.053	-1.025	9.807	300
39	1552463795406	0.054	-1.034	9.807	300
40	1552463795407	0.034	-1.041	9.835	300
41	1552463795415	0.04	-1.043	9.83	300
42	1552463795435	0.046	-1.029	9.807	300
43	1552463795454	0.049	-1.023	9.802	300
44	1552463795473	0.051	-1.057	9.811	300
45	1552463795512	0.028	-1.032	9.786	300
46	1552463795530	0.049	-1.038	9.813	300
47	1552463795550	0.045	-1.048	9.811	300
48	1552463795569	0.04	-1.029	9.808	300
49	1552463795589	0.052	-1.036	9.803	300
50	1552463795607	0.049	-1.035	9.802	300
51	1552463795626	0.05	-1.04	9.815	300
52	1552463795652	0.048	-1.04	9.824	300
53	1552463795665	0.056	-1.028	9.812	300
54	1552463795683	0.056	-1.03	9.811	300
55	1552463795702	0.046	-1.036	9.805	300
56	1552463795721	0.04	-1.024	9.801	300
57	1552463795741	0.041	-1.028	9.81	300
58	1552463795761	0.04	-1.039	9.805	300
59	1552463795779	0.038	-1.04	9.802	300
60	1552463795798	0.053	-1.038	9.811	300
61	1552463795817	0.047	-1.024	9.804	300
62	1552463795836	0.046	-1.026	9.805	300
63	1552463795855	0.046	-1.027	9.784	300
64	1552463795874	0.066	-1.016	9.806	300
65	1552463795895	0.038	-1.042	9.82	300
66	1552463795913	0.044	-1.049	9.811	300
67	1552463795951	0.035	-1.028	9.816	300
68	1552463795971	0.049	-1.04	9.807	300
69	1552463795990	0.047	-1.021	9.808	300
70	1552463796012	0.05	-1.026	9.804	300
71	1552463796030	0.036	-1.033	9.815	300
72	1552463796048	0.055	-1.027	9.813	300
73	1552463796068	0.077	-1.031	9.823	300
74	1552463796085	0.057	-1.044	9.871	300
75	1552463796106	0.042	-1.013	9.807	300
76	1552463796128	0.044	-1.015	9.79	300
77	1552463796143	0.058	-1.044	9.812	300
78	1552463796167	0.048	-1.039	9.793	300
79	1552463796182	0.04	-1.028	9.793	300
80	1552463796199	0.035	-1.028	9.815	300
81	1552463796218	0.045	-1.027	9.817	300
82	1552463796238	0.049	-1.02	9.807	300
83	1552463796264	0.054	-1.038	9.81	300
84	1552463796279	0.046	-1.048	9.805	300
85	1552463796304	0.046	-1.022	9.785	300
86	1552463796319	0.044	-1.055	9.819	300
87	1552463796334	0.058	-1.038	9.816	300
88	1552463796372	0.049	-1.027	9.818	300
89	1552463796390	0.06	-1.006	9.81	300
90	1552463796412	0.055	-1.014	9.794	300
91	1552463796429	0.045	-1.051	9.793	300
92	1552463796448	0.036	-1.046	9.814	300
93	1552463796468	0.037	-1.024	9.806	300
94	1552463796486	0.054	-1.008	9.811	300
95	1552463796505	0.066	-1.006	9.81	300
96	1552463796533	0.047	-1.037	9.805	300
97	1552463796544	0.044	-1.052	9.805	300
98	1552463796562	0.054	-1.033	9.811	300
99	1552463796581	0.053	-1.019	9.811	300
100	1552463796600	0.046	-1.038	9.807	300
101	1552463796619	0.042	-1.036	9.798	300
102	1552463796645	0.06	-1.013	9.804	300
103	1552463796658	0.059	-1.034	9.821	300
104	1552463796677	0.054	-1.025	9.822	300
105	1552463796697	0.065	-1.025	9.808	300
106	1552463796715	0.052	-1.043	9.802	300
107	1552463796734	0.045	-1.053	9.804	300
108	1552463796753	0.048	-1.053	9.817	300
109	1552463796773	0.053	-1.039	9.839	300
110	1552463796813	0.063	-1.004	9.811	300
111	1552463796834	0.043	-1.035	9.795	300
112	1552463796853	0.03	-1.045	9.799	300
113	1552463796870	0.039	-1.037	9.803	300
114	1552463796890	0.054	-1.029	9.81	300
115	1552463796908	0.066	-0.994	9.821	300
116	1552463796927	0.038	-1.008	9.825	300
117	1552463796948	0.033	-1.031	9.789	300
118	1552463796966	0.029	-1.045	9.781	300
119	1552463796985	0.037	-1.034	9.796	300
120	1552463797004	0.043	-1.008	9.827	300
121	1552463797023	0.041	-1.016	9.831	300
122	1552463797042	0.048	-1.039	9.801	300
123	1552463797062	0.046	-1.053	9.797	300
124	1552463797082	0.042	-1.042	9.8	300
125	1552463797100	0.063	-1.004	9.806	300
126	1552463797119	0.056	-1.015	9.82	300
127	1552463797137	0.059	-1.032	9.817	300
128	1552463797158	0.047	-1.03	9.79	300
129	1552463797186	0.048	-1.044	9.783	300
130	1552463797194	0.044	-1.042	9.814	300
