1	1552463702707	0.046	-1.051	9.806	100
2	1552463702708	0.037	-1.014	9.772	100
3	1552463702724	0.049	-1.048	9.81	100
4	1552463702744	0.049	-1.039	9.801	100
5	1552463702763	0.037	-1.038	9.788	100
6	1552463702782	0.044	-1.043	9.801	100
7	1552463702802	0.037	-1.026	9.793	100
8	1552463702821	0.05	-1.01	9.783	100
9	1552463702839	0.058	-1.019	9.807	100
10	1552463702860	0.049	-1.025	9.808	100
11	1552463702878	0.045	-1.013	9.783	100
12	1552463702897	0.045	-1.016	9.78	100
13	1552463702917	0.046	-1.021	9.786	100
14	1552463702937	0.038	-1.021	9.781	100
15	1552463702956	0.039	-1.006	9.784	100
16	1552463702975	0.045	-1.017	9.799	100
17	1552463702994	0.046	-1.034	9.8	100
18	1552463703013	0.044	-1.023	9.792	100
19	1552463703032	0.038	-1.02	9.792	100
20	1552463703051	0.028	-1.02	9.79	100
21	1552463703070	0.047	-1.042	9.816	100
22	1552463703089	0.053	-1.014	9.8	100
23	1552463703128	0.037	-1.046	9.804	100
24	1552463703147	0.03	-1.035	9.803	100
25	1552463703166	0.047	-1.015	9.788	100
26	1552463703185	0.07	-1	9.809	100
27	1552463703206	0.044	-1.021	9.799	100
28	1552463703224	0.061	-1.017	9.807	100
29	1552463703243	0.036	-1.027	9.802	100
30	1552463703261	0.034	-1.022	9.801	100
31	1552463703280	0.036	-1.02	9.79	100
32	1552463703299	0.038	-1.022	9.798	100
33	1552463703319	0.051	-1.012	9.786	100
34	1552463703337	0.036	-1.015	9.76	100
35	1552463703357	0.034	-1.01	9.806	100
36	1552463703376	0.053	-1.008	9.839	100
37	1552463703396	0.05	-1.017	9.746	100
38	1552463703419	0.047	-1.039	9.773	100
39	1552463703439	0.036	-1.044	9.82	100
40	1552463703455	0.034	-1.013	9.787	100
41	1552463703471	0.04	-1.02	9.804	100
42	1552463703490	0.056	-1.009	9.807	100
43	1552463703509	0.054	-1.03	9.777	100
44	1552463703528	0.044	-1.039	9.792	100
45	1552463703569	0.035	-1.045	9.803	100
46	1552463703586	0.047	-1.01	9.787	100
47	1552463703604	0.049	-1.039	9.809	100
48	1552463703623	0.049	-1.023	9.807	100
49	1552463703643	0.049	-1.028	9.787	100
50	1552463703661	0.046	-1.029	9.796	100
51	1552463703684	0.038	-1.025	9.789	100
52	1552463703701	0.039	-1.028	9.79	100
53	1552463703719	0.039	-1.035	9.809	100
54	1552463703740	0.036	-1.018	9.796	100
55	1552463703758	0.044	-1.019	9.788	100
56	1552463703777	0.041	-1.029	9.799	100
57	1552463703797	0.047	-1.025	9.799	100
58	1552463703816	0.053	-1.012	9.8	100
59	1552463703835	0.051	-1.018	9.793	100
60	1552463703853	0.04	-1.017	9.784	100
61	1552463703873	0.015	-1.028	9.727	100
62	1552463703892	0.026	-1.053	9.787	100
63	1552463703911	0.058	-1.017	9.859	100
64	1552463703931	0.05	-0.995	9.774	100
65	1552463703949	0.051	-1.009	9.763	100
66	1552463703969	0.058	-1.053	9.809	100
67	1552463704007	0.038	-1.044	9.828	100
68	1552463704026	0.024	-1.004	9.769	100
69	1552463704045	0.043	-1.016	9.763	100
70	1552463704065	0.071	-1.004	9.808	100
71	1552463704082	0.068	-1.013	9.81	100
72	1552463704101	0.037	-1.032	9.797	100
73	1552463704121	0.028	-1.027	9.799	100
74	1552463704183	0.044	-1.031	9.803	100
75	1552463704184	0.044	-1.02	9.78	100
76	1552463704185	0.047	-1.033	9.791	100
77	1552463704196	0.051	-1.026	9.791	100
78	1552463704218	0.048	-1.009	9.792	100
79	1552463704246	0.048	-1.019	9.806	100
80	1552463704253	0.042	-1.028	9.798	100
81	1552463704272	0.038	-1.03	9.786	100
82	1552463704311	0.044	-1.046	9.806	100
83	1552463704317	0.039	-1.053	9.81	100
84	1552463704340	0.045	-1.028	9.797	100
85	1552463704349	0.065	-1.004	9.807	100
86	1552463704375	0.059	-1.025	9.818	100
87	1552463704390	0.056	-1.006	9.795	100
88	1552463704425	0.051	-1.022	9.797	100
89	1552463704444	0.036	-1.03	9.781	100
90	1552463704463	0.062	-1.005	9.796	100
91	1552463704483	0.053	-1.02	9.809	100
92	1552463704501	0.037	-1.037	9.808	100
93	1552463704520	0.035	-1.037	9.797	100
94	1552463704556	0.036	-1.026	9.796	100
95	1552463704559	0.045	-1.017	9.793	100
96	1552463704578	0.04	-1.031	9.806	100
97	1552463704597	0.055	-1.026	9.806	100
98	1552463704616	0.054	-1.006	9.788	100
99	1552463704636	0.046	-1.023	9.793	100
100	1552463704654	0.048	-1.043	9.807	100
101	1552463704673	0.055	-1.026	9.802	100
102	1552463704693	0.048	-1.03	9.799	100
103	1552463704711	0.049	-1.025	9.798	100
104	1552463704731	0.044	-1.034	9.793	100
105	1552463704750	0.043	-1.024	9.788	100
106	1552463704769	0.052	-1.042	9.797	100
107	1552463704788	0.049	-1.046	9.808	100
108	1552463704807	0.046	-1.013	9.793	100
109	1552463704827	0.037	-1.045	9.808	100
110	1552463704868	0.041	-1.022	9.78	100
111	1552463704892	0.016	-1.021	9.79	100
112	1552463704908	0.029	-1.027	9.8	100
113	1552463704924	0.04	-1.008	9.781	100
114	1552463704941	0.033	-1.01	9.766	100
115	1552463704960	0.04	-1.056	9.814	100
116	1552463704979	0.031	-1.049	9.792	100
117	1552463705000	0.035	-1.029	9.791	100
118	1552463705017	0.04	-1.013	9.799	100
119	1552463705037	0.046	-1.007	9.796	100
120	1552463705055	0.052	-1.014	9.798	100
121	1552463705076	0.049	-1.036	9.805	100
122	1552463705094	0.044	-1.036	9.8	100
123	1552463705113	0.055	-1.015	9.805	100
124	1552463705134	0.056	-1.018	9.803	100
125	1552463705160	0.057	-1.008	9.799	100
126	1552463705170	0.053	-1.019	9.803	100
127	1552463705189	0.049	-1.025	9.792	100
128	1552463705210	0.047	-1.017	9.8	100
129	1552463705228	0.057	-1.011	9.804	100
130	1552463705247	0.052	-1.006	9.784	100
131	1552463705266	0.068	-1.006	9.797	100
132	1552463705305	0.055	-1.02	9.802	100
133	1552463705323	0.027	-1.027	9.806	100
134	1552463705342	0.049	-1.022	9.805	100
135	1552463705361	0.049	-1.021	9.798	100
136	1552463705380	0.045	-1.032	9.802	100
137	1552463705400	0.053	-1.01	9.796	100
138	1552463705418	0.036	-1.019	9.785	100
139	1552463705438	0.038	-1.016	9.782	100
140	1552463705480	0.043	-1.028	9.806	100
141	1552463705481	0.042	-1.036	9.801	100
142	1552463705495	0.045	-1.03	9.796	100
143	1552463705514	0.063	-1.014	9.802	100
144	1552463705536	0.053	-1.018	9.8	100
145	1552463705554	0.04	-1.027	9.792	100
146	1552463705573	0.035	-1.027	9.798	100
147	1552463705592	0.049	-1.027	9.812	100
148	1552463705611	0.05	-1.02	9.794	100
